1	-4.4357274	-5.6060004
2	-5.7378081	-6.7261898
3	-3.3755073	-6.8078161
4	-3.6005700	-5.4167769
5	-3.7241204	-6.2411353
6	-3.8819453	-5.0806108
7	-3.5502471	-5.5710709
8	-4.5474177	-6.3142414
9	-4.4260370	-6.4743314
10	-3.1538396	-6.1455886
11	-4.0004525	-6.3844720
12	-3.9551325	-4.6466725
13	-2.8994207	-5.6713194
14	-3.5651610	-5.5801545
15	-4.6357201	-5.2236324
16	-3.7348412	-6.3800545
17	-4.3147841	-6.4501303
18	-4.3710008	-5.6945597
19	-3.4456156	-5.8066268
20	-3.7434374	-6.0869206
21	-4.5283285	-5.2061822
22	-2.9375214	-5.0603335
23	-4.0255456	-6.0809353
24	-4.7759457	-6.3366186
25	-5.5040044	-5.9804901
26	-3.8148002	-6.2660256
27	-1.7566210	-4.6388883
28	-3.4361237	-5.6694007
29	-3.8688091	-6.3024760
30	-4.2325216	-6.3220153
31	-3.8461773	-5.1287200
32	-3.8893691	-6.4123887
33	-3.6924870	-6.4337346
34	-3.8689858	-6.1779057
35	-3.4831922	-5.7954474
36	-5.1954559	-7.2683139
37	-2.3395741	-5.8363895
38	-4.2909707	-7.3065739
39	-2.7551086	-5.3823124
40	-3.9729882	-6.0597113
41	-4.3654121	-6.0319436
42	-3.5262238	-6.8995217
43	-3.6305771	-6.1808633
44	-4.7720482	-4.7574305
45	-3.7300596	-6.5847434
46	-4.8271300	-6.1337831
47	-4.6239007	-6.7752677
48	-4.2904102	-6.0639873
49	-5.1039726	-7.7783371
50	-5.9094735	-7.4383142
51	-3.7184538	-4.9669551
52	-4.3687402	-7.5738585
53	-4.0079800	-5.3007111
54	-3.7780393	-6.1308289
55	-4.4801376	-6.5445586
56	-5.2077795	-7.2755335
57	-5.5668423	-5.8461305
58	-2.9964339	-5.1866001
59	-4.6299693	-6.4485734
60	-4.9876562	-6.7351985
61	-3.0778188	-5.3626415
62	-3.9886852	-5.5329328
63	-3.1543975	-5.8393938
64	-2.3377491	-5.5440140
65	-3.7429193	-6.5328615
66	-3.3047790	-6.0367647
67	-4.5052926	-6.0480983
68	-5.4310054	-6.5466759
69	-5.1566099	-6.0179139
70	-5.0596488	-7.4125550
71	-3.4924452	-6.8689173
72	-3.4552715	-5.9550063
73	-4.1893146	-5.3082303
74	-3.6741930	-5.2471950
75	-2.7275471	-5.2233346
76	-4.2638486	-5.8609428
77	-4.7627258	-6.6288991
78	-3.3371386	-6.3843846
79	-3.7011366	-6.0857448
80	-4.7157247	-6.8345469
81	-3.7132858	-6.5209782
82	-2.5486799	-5.9433799
83	-4.8962152	-6.1485385
84	-2.8893272	-5.3335974
85	-4.1458744	-6.4217410
86	-1.7405971	-5.6548925
87	-3.3497587	-4.7910053
88	-2.8357246	-5.3285584
89	-4.5618132	-4.5435995
90	-3.3802834	-5.7456183
91	-4.1429788	-5.8549500
92	-3.9026157	-5.6415868
93	-3.5245033	-5.6502789
94	-4.6174234	-5.9903257
95	-3.6115958	-4.8913113
96	-5.3557532	-6.1833345
97	-4.6759645	-5.8805616
98	-3.6107729	-5.3685617
99	-3.7175113	-5.4845860
100	-5.4345237	-7.0232062
101	-4.0129151	-6.1395722
102	-3.3330688	-5.7062118
103	-4.9337278	-7.1572124
104	-3.3401800	-5.2644735
105	-4.0133154	-6.1423604
106	-3.7686412	-5.7111620
107	-4.0444743	-6.6299313
108	-4.9749228	-6.9761827
109	-3.5406298	-5.0042002
110	-3.2659890	-5.6087447
111	-3.4576573	-5.7748060
112	-3.8401947	-6.5835544
113	-4.5470907	-7.1003811
114	-4.1338825	-6.7728377
115	-4.4193465	-6.1702172
116	-3.8387837	-5.3174196
117	-4.7589820	-5.4888953
118	-4.0755467	-6.4335519
119	-2.4020712	-4.8858217
120	-3.7481476	-6.0555686
121	-3.1322522	-5.4222069
122	-4.8158315	-5.0665817
123	-3.4324807	-7.2337209
124	-4.5084670	-6.4780304
125	-4.5110111	-6.5077567
126	-3.7219151	-6.2338533
127	-5.0747144	-6.7200857
128	-2.7460234	-5.3564866
129	-4.4525215	-5.5170986
130	-4.7971133	-6.0517851
131	-4.3445077	-6.8621011
132	-4.4583617	-6.6217617
133	-3.0228116	-5.2092112
134	-5.2358732	-7.1027816
135	-3.2090988	-5.3545272
136	-5.1278103	-7.2858295
137	-3.7991001	-6.5338046
138	-3.9710479	-4.9933637
139	-4.4781438	-6.1389484
140	-4.4200645	-6.9371697
141	-3.7984200	-6.1468452
142	-2.3894367	-4.9073916
143	-3.6921877	-6.0451664
144	-2.7935863	-5.8288476
145	-4.2449993	-5.3453048
146	-4.0063191	-5.7224454
147	-4.7766740	-7.0858312
148	-6.2121825	-8.0213802
149	-3.3581338	-6.1354949
150	-2.8092669	-5.0789011
151	-3.8668645	-5.6012241
152	-3.9437513	-4.9129871
153	-4.6878565	-6.2121818
154	-3.9110232	-6.2223852
155	-4.4238705	-6.2560177
156	-3.8262621	-4.3611931
157	-4.8530404	-5.9443958
158	-4.9413387	-6.4210905
159	-4.0272515	-6.3906384
160	-4.4338883	-6.3996202
161	-2.9663929	-6.1638234
162	-4.4348705	-6.7084391
163	-3.9058857	-6.8635963
164	-3.5487112	-6.1490269
165	-2.9921091	-6.4791852
166	-4.4579358	-6.4785740
167	-4.3530186	-5.4405718
168	-4.3799439	-5.1144123
169	-5.0499548	-6.7810673
170	-3.7200714	-5.4859723
171	-5.7996125	-7.8827268
172	-5.0310574	-5.5755760
173	-3.8173178	-5.5163491
174	-4.7922369	-6.6833058
175	-4.9171777	-6.6284922
176	-4.2240529	-6.4466815
177	-4.1297078	-5.4857077
178	-4.2967958	-5.9951919
179	-3.9797656	-6.7580299
180	-4.6352562	-7.3386924
181	-4.2772514	-5.8288373
182	-4.4723522	-5.1932838
183	-4.5831507	-6.9765101
184	-1.6733130	-5.6139879
185	-2.8922010	-5.6500006
186	-4.1132262	-7.2274724
187	-4.9967003	-6.6172267
188	-4.4428861	-4.8702485
189	-3.8392174	-6.9819397
190	-3.1160021	-6.5080383
191	-5.0764888	-7.2145599
192	-2.8924370	-4.0577213
193	-5.0648625	-5.9450162
194	-4.7291797	-6.7660214
195	-4.0744583	-6.8638336
196	-3.4668627	-7.3761174
197	-4.3391154	-6.0252427
198	-3.1609411	-3.9938186
199	-5.0737013	-5.6494784
200	-3.1967797	-5.8481289
201	-3.5613812	-6.0371348
202	-4.8320269	-6.4453872
203	-4.6912176	-4.9644535
204	-3.6359617	-5.6497652
205	-4.6798440	-6.4924863
206	-4.0348275	-5.8416301
207	-3.3488030	-4.8601230
208	-3.9982851	-4.7586103
209	-4.5631165	-7.3528581
210	-4.1728637	-6.5724724
211	-5.4779079	-6.3070256
212	-2.3471119	-5.6609861
213	-4.0279788	-5.7508645
214	-3.3493414	-4.2853672
215	-3.7879958	-5.1480410
216	-4.8786631	-6.7694120
217	-4.4898656	-6.0525150
