   7.7887362396024207e+00	   3.1010658730111995e+00	   7.6573202771457840e+00	   1.3788267139830501e-01	   6.8674150525835262e+00	   6.6589129808759289e+00	   3.3777964663404147e+00	   3.6338161060355825e+00	   6.9314175230074246e+00	   8.4442184693887201e-01	   1.0788503639846270e+00	   2.7667202990564976e+00	   9.4474671537325978e+00	   3.8528823185316217e+00	   1.7150810129982852e+00	
   2.7881477849295133e+00	   6.4769294239823472e+00	   4.6728143550742418e+00	   3.3616118622101676e-01	   4.6647698610768167e+00	   8.3644285962257783e+00	   1.7713733323666681e+00	   7.7452007268215350e+00	   1.6685082705200338e+00	   9.9049051685640528e+00	   6.8344049708470909e+00	   9.9843965321823642e+00	   4.6205160373489838e+00	   6.3541759834649847e+00	   8.2776257629343277e+00	
   5.1782746346948594e+00	   9.1917165264347300e+00	   8.8220524267012781e+00	   5.3138240819631255e+00	   2.5583588669258828e+00	   8.4362341323209078e-01	   2.7276707187854177e+00	   8.5021117566742817e+00	   5.3156131819011110e+00	   3.9349459742626713e-01	   2.0623947023559888e+00	   7.2677230139262097e+00	   9.4214304305462253e+00	   1.5300347194104558e+00	   5.9239213032574147e+00	
   2.6395733999504314e+00	   6.4607472509355457e+00	   2.7507457034678193e+00	   7.3765682406797728e+00	   8.3683368585442075e+00	   6.9504060373981922e+00	   6.7783226422653486e+00	   6.6816950209237476e+00	   2.0130855037789241e+00	   7.4132144675104383e+00	   8.8838919604686204e+00	   2.8661074844291381e+00	   3.3050259811716454e+00	   1.6325652698856408e+00	   8.1508789532699506e+00	
   6.1879272013812079e+00	   1.8345489751535293e+00	   7.1357294056355762e+00	   6.9346122595204900e+00	   2.9131033178528964e+00	   3.4299974588362092e+00	   4.4760035103728848e+00	   2.7661424406777013e+00	   1.5717044549633064e+00	   5.8693523859795249e+00	   6.1859257775861263e+00	   5.9155191726571594e+00	   8.8893988708225837e+00	   8.1129114528451591e+00	   3.4146968840463323e+00	
   4.1589704624363382e+00	   8.5000270037468777e+00	   1.3323148637476157e+00	   5.4633561130097288e+00	   1.1606301523638429e+00	   7.5304510058347631e+00	   8.9721167333434302e+00	   2.1475309654630568e+00	   7.5694504886746925e+00	   9.5661075071667003e+00	   3.5652873237700167e-01	   7.4911407002690016e+00	   3.1806108005712930e-01	   8.2286402720325835e+00	   9.0190445907503918e+00	
   3.1845435042105583e+00	   9.7836949826351098e+00	   3.4330364200487509e+00	   3.2507079075096081e+00	   3.8252908198394286e+00	   1.3132621334658645e+00	   2.8371495893049445e+00	   5.3594704984496646e+00	   9.1474316822552666e+00	   3.9987080417197518e+00	   8.4942496465204993e+00	   4.5023617711061261e+00	   7.1215528937916286e+00	   8.7756234418904953e+00	   1.1634474614548396e+00	
   3.0050978598486155e+00	   3.2491540330918269e+00	   5.2167174522479449e+00	   5.7886728274684955e+00	   2.1275515024463387e+00	   7.2095848866624266e+00	   5.5803473457429664e+00	   6.3821329647253187e+00	   2.1975696064698780e+00	   5.1364195925978420e+00	   1.3991035156764964e+00	   4.1102373068298115e-01	   8.5612400034074074e+00	   1.1895090872160385e+00	   5.9151521805449754e+00	
   4.6331516852161858e+00	   2.5441041186034230e+00	   3.3074377386541687e+00	   8.9736156282809478e+00	   5.0856487187470902e+00	   2.5024614033760995e-01	   2.9785529456883375e+00	   4.0038876417667901e-01	   1.6869834924132754e+00	   7.9333989959810127e+00	   2.3072482388805291e+00	   9.5569183416056855e+00	   2.8913735803996543e+00	   6.4117663972103447e+00	   6.4534229321596284e+00	
   8.2236643218541072e+00	   5.6862054713844206e+00	   6.9477202947064463e+00	   8.9015041169184919e+00	   5.2004862939293481e+00	   4.0461726888038010e+00	   9.4504006945949044e+00	   9.3734187945299450e+00	   7.9918362950187669e+00	   3.9541203916375567e+00	   3.7559797744693366e+00	   4.8310630810979962e+00	   6.2048238353628014e+00	   5.6242742163016448e+00	   6.0499360539152169e-01	
