  -9.8229156e+00  -2.4675265e-01  -2.4882711e+00  -1.1058484e+01  -8.4466689e+00  -1.1496851e+01  -4.0231595e+00   3.0652679e+00   9.1661470e-01   4.1268664e+00  -2.4981826e+00   6.6276079e+00  -1.2393059e+01   1.7777723e+01   6.8286252e+00   5.2207855e+00   8.1457559e-01  -1.1634385e+01   7.1738776e+00  -3.1064903e+00   4.5025988e+00   5.3880345e+00  -3.1025636e+00   7.1806697e+00   8.2755580e+00   1.6025020e+01   2.3642287e+00   7.3840624e+00  -4.1571725e+00   4.1436158e+00   3.5925829e+00   1.4747683e+01  -2.6917085e+00   9.8561143e-01   6.5612468e+00   1.8651073e+00   8.7363047e+00  -7.8245393e+00  -6.5291758e-01  -6.7239909e+00
   3.2231592e+00   4.4954595e+00  -3.7328637e+00  -1.2837347e+00   4.1444966e+00  -2.3064360e+01   5.3420193e+00   9.1728715e+00  -1.2431854e+00  -2.3960976e+01  -1.1976876e+01   1.1314513e+01   3.0462795e+01  -1.6508901e+01   5.7368509e+00   9.5030798e+00  -1.7560741e+01  -1.3318206e+01  -1.4195046e+01  -6.3673436e+00   6.0013403e+00  -2.1557730e+00  -3.9340890e+00   1.0765833e+01   2.6637828e+00   1.1245296e+01  -9.1917786e+00   1.6729336e+01   1.0474582e+01   9.9150265e+00  -2.5332681e+01  -5.3661479e+00   3.5253952e+01  -6.6910545e+00  -8.5179152e+00  -1.7538089e+00  -1.2926055e+01  -1.3038651e+01   1.3969535e+00   1.7180409e+01
  -2.2280670e+00  -1.1863743e+00   4.2354766e+00   1.7620409e-01  -2.3745141e-01  -1.2271105e+01   1.2040522e+01  -5.3853128e-01   2.8687279e+00   8.8521636e+00   1.9022493e+00  -8.6765165e+00  -7.3480721e+00   1.1837750e+00   4.1777068e+00  -3.3764025e-01  -8.2915887e+00   9.4685747e+00  -1.4552866e+00  -8.3020239e+00   3.8447324e+00  -5.4174413e+00  -5.4098051e-01   2.8973703e+00   7.1820031e+00   8.3880755e-02   4.6644866e+00   4.7143428e+00   5.7223009e+00   6.7892533e-01  -4.8076393e+00  -4.4250066e+00  -7.3161030e+00   3.8688788e+00   1.4495023e+01  -6.0220139e+00   2.4104428e+00  -6.8668168e+00   2.0483460e+00  -2.0634399e+01
  -1.1197899e-02   4.8994308e+00  -4.3670981e-01   6.1648931e-01   2.6717773e+00  -1.4893906e+01   6.3033549e+00   2.7018952e+00   3.8537942e+00  -1.2626106e+01  -4.0632528e+00   5.6795031e+00   1.6157188e+01  -9.4059605e+00   6.1880490e+00   1.0936456e+00  -1.1976433e+01  -3.5344482e+00  -7.8404179e+00  -2.4862993e+00   4.0208172e+00  -2.8677503e+00  -4.6594949e-01   7.3534457e+00   3.0204512e+00   5.5328351e+00  -3.0663724e+00   5.8467749e+00   1.0336647e+01   5.5950086e+00  -1.4522848e+01  -6.5440140e+00   1.2839433e+01  -3.1116811e+00  -2.1026107e-01  -5.2627244e+00  -8.0691148e+00  -1.0113347e+01   2.5404048e+00   2.4765258e+00
   1.2177201e+01  -6.1483941e+00  -1.1122661e+01   3.1967872e-01  -3.3439116e+00   2.0328987e+01  -1.7625204e+01  -1.4526684e+01   2.0208252e+01   4.4761514e+00   1.4844228e+01  -4.8845829e+00  -1.9639404e+01   3.9554070e+01   9.2558754e+00  -1.7674791e+01   1.6284824e+01  -2.1172776e+01   1.0990483e+01   2.6985423e+01  -9.3262668e+00   3.3809639e+01   4.4664784e+00  -1.7769784e+01  -1.9150058e+00   9.3940620e+00   4.9312124e-01  -1.2142284e+01  -1.4707516e+01   1.2407411e+01   2.8849674e+01   9.8323106e+00  -2.0593635e+01   1.0368337e+01   1.1054379e+01   1.9369069e+00   1.3837520e+01   1.3163856e+01  -3.6962829e+00   7.7912212e+00
   3.9851410e+00   2.0492492e+01   1.5978360e+01   1.7912366e+01   3.7316960e+00  -4.6368020e+00   2.4983912e+01  -7.6094309e+00  -6.9617939e+00  -8.6540790e+00  -4.9611801e+00   7.4869228e+00   3.5558972e+01  -4.3637611e+01   1.1355283e+01  -1.2003233e+01  -2.1937333e+01   4.5242558e+01  -9.8151283e+00  -1.8506155e+01   7.7017053e+00  -2.7388054e+01   4.5804516e+00   1.6520991e+01  -2.1234311e+01  -9.6427548e+00  -1.2738582e+00  -1.9224038e+01   1.6880446e+01  -1.1286867e+01  -2.1280731e+01  -3.7231674e+01  -3.4027452e+00  -2.0055595e+01  -2.5118893e+00  -6.9752626e+00  -2.0163279e+01  -1.2280203e+01  -6.5830715e+00  -2.3348786e+01
   1.1301329e+01   8.0532194e+00   6.0606237e+00   8.9459971e+00   7.9264964e+00  -6.5289420e+00   1.6936442e+01  -9.7216405e+00   5.0349939e+00  -1.6785203e+01  -5.3968453e-01   5.0887123e+00   3.0559213e+01  -3.2839953e+01   4.3447486e+00  -9.5813575e+00  -2.0708052e+01   2.2593431e+01  -1.6871548e+01  -1.0324326e+01   6.7440837e+00  -1.5967485e+01   6.8277165e+00   3.5686018e+00  -1.1476949e+01  -1.0005874e+01  -3.0978392e+00  -5.3963893e+00   1.5510711e+01   3.0272038e+00  -1.8859719e+01  -2.9202197e+01   6.6656681e+00  -1.2068812e+01  -3.4856438e+00  -1.2998943e+01  -1.4223920e+01  -4.2272613e+00   2.6558490e-01  -1.9729415e+00
   1.4353168e+01   6.3748020e+00  -4.5089399e+00   8.6273192e+00   3.0209444e+00   6.9791244e+00  -5.2758712e+00  -5.8752276e+00   1.1561265e+01  -1.8212987e+01   6.4844094e-01   6.6959745e+00   1.7761024e+01   2.4138203e+00   1.4127336e+01  -1.2981927e+01  -2.7529248e+00  -1.1616175e+01  -6.0942290e+00   1.5785237e+01  -3.1775471e+00   1.7854338e+01   1.7327420e-01  -6.0855081e+00  -3.5308573e+00   7.9750543e+00  -7.9287129e+00  -3.9537946e+00   4.3161456e+00   1.0969071e+01   9.8682903e-01  -5.9857151e+00   5.2970247e+00  -4.6754165e+00   1.6241376e+00  -1.2767265e+00  -7.9201169e+00   1.6117909e-02  -6.6546155e+00   1.1072110e+01
   4.7572615e+00  -2.2422991e-02   5.0373840e-01   1.4741241e+00  -5.7658822e+00  -1.0460467e+01   6.7988897e+00   3.0428393e+00  -6.0427622e+00   5.5074629e+00  -5.8193261e+00  -5.1449274e+00   1.2798692e-02   9.5069703e+00   1.4232361e+01   3.9603451e+00  -6.8502164e+00  -2.6855019e+00   2.6071563e+00  -6.4382691e+00   7.8580255e-01   7.5220821e+00  -7.0113011e+00   6.1008580e+00   1.1750920e+00   1.6011158e+01  -2.0863326e+00   5.2377497e+00  -4.1523299e+00   2.2039802e+00  -3.6954286e+00   9.7833290e-01   6.2017327e+00   1.8640241e+00   1.2373238e+01   7.8700405e+00   1.6537017e+00  -4.8004720e+00  -9.2829473e+00  -1.2000047e+01
   5.9289373e-01   3.5918720e+00   8.2678090e+00   1.4894920e+01   1.0508354e+01   2.2598768e+01  -2.5572029e+00   4.3977600e+00  -5.4057008e+00   3.0917389e+00   1.5890496e+00  -5.8930949e+00   6.5177729e-01  -2.0326880e+01  -1.6024177e+01  -5.5135173e+00   1.0152394e+01   2.0796076e+01  -5.4684900e+00   3.7207359e+00  -3.7760111e+00  -9.3736718e+00  -6.1968566e-01  -1.2664878e+01  -1.6088593e+00  -2.7236624e+01  -2.4003994e-01  -1.2097884e+00   5.6070853e+00  -1.1758202e+01   4.0601791e+00  -4.6324105e+00  -8.7753800e+00  -6.4802618e+00  -6.9267132e+00  -1.4118211e+00  -7.7326682e+00   2.6303652e+00   3.0901114e-01  -4.7534571e+00
